address,name,size
0xa7a378,__ZN8safe_jni6SetCtxEP8_jobject,0x18
0xa7a390,__ZN8safe_jni6GetCtxEv,0x1c
0xa7a3ac,__ZN8safe_jni11SetActivityEP8_jobject,0x11c
0xa7a4c8,__ZN8safe_jni13DeleteJavaRefEP8_jobject,0xd0
0xa7a598,__ZN8safe_jni9GetJniEnvEv,0x68
0xa7a600,__ZN8safe_jni11GetActivityEv,0xc
0xa7a60c,__ZN8safe_jni5GetVmEv,0xc
0xa7a618,__ZN8safe_jni9FindClassEPKc,0x2a8
0xa7a8c0,__ZN8safe_jni15checkExceptionsEb,0xc4
0xa7a984,__ZN8safe_jni21getAndClearExceptionsEv,0x24
0xa7a9a8,__ZN8safe_jni11ReleaseArgsEP8_jstring,0x2c
0xa7a9d4,__ZNSt6__ndk113unordered_mapIiNS_4pairIPN8safe_jni5ProxyEP8_jobjectEENS_4hashIiEENS_8equal_toIiEENS_9allocatorINS1_IKiS7_EEEEED2Ev,0x4c
0xa7aa20,__ZN8safe_jni11ProxyHelper7nInvokeEP7_JNIEnvP8_jobjectS4_S4_P13_jobjectArray,0x170
0xa7ab90,__ZN8safe_jni11ProxyHelper11NewInstanceEPNS_5ProxyEP8_jobjectRNSt6__ndk16vectorIP7_jclassNS5_9allocatorIS8_EEEE,0x168
0xa7acf8,__ZNSt6__ndk112__hash_tableINS_17__hash_value_typeIiNS_4pairIPN8safe_jni5ProxyEP8_jobjectEEEENS_22__unordered_map_hasherIiS9_NS_4hashIiEELb1EEENS_21__unordered_map_equalIiS9_NS_8equal_toIiEELb1EEENS_9allocatorIS9_EEE25__emplace_unique_key_argsIiJRKNS_21piecewise_construct_tENS_5tupleIJRKiEEENSP_IJEEEEEENS2_INS_15__hash_iteratorIPNS_11__hash_nodeIS9_PvEEEEbEERKT_DpOT0_,0x20c
0xa7af04,__ZNSt6__ndk112__hash_tableINS_17__hash_value_typeIiNS_4pairIPN8safe_jni5ProxyEP8_jobjectEEEENS_22__unordered_map_hasherIiS9_NS_4hashIiEELb1EEENS_21__unordered_map_equalIiS9_NS_8equal_toIiEELb1EEENS_9allocatorIS9_EEE6rehashEm,0xe4
0xa7afe8,__ZNSt6__ndk112__hash_tableINS_17__hash_value_typeIiNS_4pairIPN8safe_jni5ProxyEP8_jobjectEEEENS_22__unordered_map_hasherIiS9_NS_4hashIiEELb1EEENS_21__unordered_map_equalIiS9_NS_8equal_toIiEELb1EEENS_9allocatorIS9_EEE8__rehashEm,0x180
0xa7b168,__ZN18safe_jni_generated7android7content7ContextC2EP8_jobject,0xc4
