address,name,size
0x6255f0,_ZN15LeaderboardPage6updateEf,0x10
0x625600,_ZN31LogicCancelPurchaseOfferCommand7executeEP13LogicHomeModeib,0xa4
0x6256a4,_ZN15ResourceManager17getTotalResourcesEv,0x44
0x6256e8,_ZN10LZMAReaderC2EPKcbb,0xe8
0x6257d0,_ZN9HeroPopup12goBackToListEv,0x44
0x625814,_ZN12EventTracker17sendPurchaseEventERK6StringS2_ii,0x120
0x625934,_ZNK22LogicLocationThemeData8isIslandEv,0x10
0x625944,_ZNK10BattleMode17canHandleMessagesEv,0x8
0x62594c,_ZN20LogicCharacterServer8addStarsEi,0x10
0x62595c,_ZNK6icu_5815Normalizer2Impl17addPropertyStartsEPK9USetAdderR10UErrorCode,0xa4
0x625a00,_ZN24EsportTournamentsWebView6updateEf,0x2dc
0x625cdc,_ZN24SetRegionResponseMessage18getServiceNodeTypeEv,0x8
0x625ce4,_ZNK16LogicOfferBundle12isAdBoxOfferEv,0x2c
0x625d10,_ZNKSt6__ndk110__function6__funcIZN11scTaskQueue3runIZN8TestCase28getAllSpritesVisibleMatchingI12CustomButtonZNS4_28getButtonsWithTextFieldValueE6StringbbS7_E4$_22EENS_6vectorIPT_NS_9allocatorISB_EEEET0_EUlvE_EENS_13invoke_resultISA_JEE4typeESA_EUlvE_NSC_ISK_EEFvvEE11target_typeEv,0xc
0x625d1c,_ZN21LogicBattleModeServer15tickSpawnHeroesEv,0xed8
0x626bf4,_conic_to,0x74
0x626c68,_ZN24DataTableResourcesLoader14loadDataTablesEb,0x24c
0x626eb4,_ZNK11TeamManager21getNewStreamItemCountEv,0x60
0x626f14,_ZN11FriendEntry13setFacebookIdEP6String,0x8
0x626f1c,_ZNK4Item9getShadowEv,0x8
0x626f24,_ZN25PurchaseConfirmationPopup7keyDownEi,0x8
0x626f2c,_ZN11QuestsPopup7getHomeEv,0x18
0x626f44,_ZN17OnlineTeamupPopup7refreshEv,0xcc
0x627010,_ZN22LogicRankedMatchPlayer20setPlayerDisplayDataEP17PlayerDisplayData,0x54
0x627064,_ZN18DailyEventsMessageC2Ev,0x3c
0x6270a0,_hb_unicode_funcs_set_user_data,0x38
0x6270d8,_ZN15DraggableButton11dragStartedEv,0x10
0x6270e8,_ZN19SelectLocationPopup6addBtnEP16DropGUIContainerRK6StringS4_,0x80
0x627168,_uhash_igeti_58,0x11c
0x627284,_ZNSt6__ndk110__function6__funcIZN19SupercellIdCallback16windowDidDismissEP8_jobjectE3$_0NS_9allocatorIS5_EEFvvEEclEv,0x28
0x6272ac,_ZNK26LogicGameModeVariationData11getScoreSfxEv,0x10
0x6272bc,_ZN25KickAllianceMemberMessage20removeMemberAvatarIdEv,0x10
0x6272cc,_ZN5titan7android5media11MediaPlayer9isPlayingEv,0x7c
0x627348,_ZN15MovieClipHelper26alignChildrenToStageBoundsEP9MovieClip,0xb8
0x627400,_ZN13AllianceIntroD2Ev,0xac
0x6274ac,_ZN4Path8rootPathEv,0x10
