address,name,size
0x4ed6cc,_sub_4ED6CC,0x10
0x4ed72c,_sub_4ED72C,0x14
0x4ed778,_sub_4ED778,0x24
0x4ed79c,_sub_4ED79C,0xe84
0x4ee620,_sub_4EE620,0x10
0x4ee680,_sub_4EE680,0x14
0x4eed0c,_sub_4EED0C,0x24
0x4eed30,_sub_4EED30,0xe88
0x4efbb8,_sub_4EFBB8,0x14
0x4efc1c,_sub_4EFC1C,0x14
0x4efc60,_sub_4EFC60,0x24
0x4efc84,_sub_4EFC84,0xe58
0x4f0adc,_sub_4F0ADC,0x10
0x4f0b3c,_sub_4F0B3C,0x14
0x4f0b80,_sub_4F0B80,0x24
0x4f0ba4,_sub_4F0BA4,0xe58
0x4f19fc,_sub_4F19FC,0x10
0x4f1a5c,_sub_4F1A5C,0x14
0x4f1aa0,_sub_4F1AA0,0x24
0x4f1ac4,_sub_4F1AC4,0xe58
0x4f291c,_sub_4F291C,0x10
0x4f297c,_sub_4F297C,0x14
0x4f2bb8,_sub_4F2BB8,0x7dec
0x4fa9a4,_sub_4FA9A4,0x370
0x4fad18,_sub_4FAD18,0x70
0x4fadc4,_sub_4FADC4,0x48
0x4faf34,_sub_4FAF34,0x24
0x4fb1a0,_sub_4FB1A0,0xedc
0x4fc07c,_sub_4FC07C,0x18
0x4fc1a4,_sub_4FC1A4,0x1c
0x4fc69c,_sub_4FC69C,0x38
0x4fc714,_sub_4FC714,0x40
0x4fc7c4,_sub_4FC7C4,0x50
0x4fca08,_sub_4FCA08,0x4
0x4fca58,_sub_4FCA58,0x14
0x4fcca4,_sub_4FCCA4,0x1368
0x4fe00c,_sub_4FE00C,0x7c
0x4fe1ec,_sub_4FE1EC,0x24
0x4fe210,_sub_4FE210,0xed4
0x4ff0e4,_sub_4FF0E4,0x10
0x4ff144,_sub_4FF144,0x14
0x4ff18c,_sub_4FF18C,0x8
0x4ff1dc,_ZN14TencentManager18clearInGameFriendsEv,0x7c
0x4ff258,_xmodDetected,0x4
0x4ff25c,_ZN17HeroSwipeSelectorD2Ev,0xd0
0x4ff32c,_ZNSt6__ndk110__function6__funcIZN11scTaskQueue3runIZN7GLImage6createEPKc9ImageWrap11ImageFilterE3$_0EENS_13invoke_resultIT_JEE4typeESB_EUlvE_NS_9allocatorISE_EEFvvEEclEv,0x40
0x4ff36c,_ZN7rg_etc110etc1_block24get_diff_subblock_colorsEPNS_13color_quad_u8Etj,0x188
0x4ff4f4,_ZN8TestCase10dragFromToEP13DisplayObjectS1_,0xc4
0x4ff5b8,_ZN12RenderSystemD0Ev,0x24
0x4ff5dc,_ZNK15LogicBuffServer8isDebuffEv,0x28
0x4ff604,_ZN10HomeScreen19beforeOffersReceiveEP14LogicArrayListIP16LogicOfferBundleE,0x54
0x4ff658,_ZN9EmoteIconD2Ev,0x94
0x4ff6ec,_ZN20LogicCharacterClientC2EPK9LogicData,0x378
0x4ffa64,_ZThn8_N6icu_5810UnicodeSetD1Ev,0x8
0x4ffa6c,_ZN19EnvironmentRenderer7addTileEP8Sprite3Diififbb,0x1a8
0x4ffc14,_uprv_log_58,0x4
0x4ffc18,_ZNK20LogicCharacterClient14getWeaponSkillEv,0x18
0x4ffc30,_ZN18sc3dPanPinchCamera15updateTransformEv,0x5c8
0x5001f8,_ZN22ChronosResourceManager17constructInstanceEv,0x30
0x500228,_ZNSt6__ndk110__function6__funcIZN14SceneCharacter6updateEfE3$_0NS_9allocatorIS3_EEFvvEE18destroy_deallocateEv,0x4
0x50022c,_ZN15sc3dWorldObject19setVisibleRecursiveEb,0x64
0x500290,_ZN5titan3com9supercell5titan23NativeHTTPClientManager16startPostRequestERK6StringS6_RKNSt6__ndk16vectorISt4byteNS7_9allocatorIS9_EEEE,0x11c
0x5003ac,_ZN4Shop11getConfDataEv,0x1c
0x5003c8,_ZN8GeometryD2Ev,0x1dc
0x5005a4,_ZNK6CSVRow17getClampedValueAtEii,0x74
0x500618,_ZN12EventTracker8loggedInERK6StringS2_S2_iiiS2_S2_S2_S2_S2_S2_S2_iS2_S2_,0x370
0x500988,_ZN13EffectManager14addFlyParticleEP11FlyParticle,0x13c
0x500ac4,_ZN15ResourceManager16checkMissingTidsEv,0x2ac
0x500d70,_ZN17MapEditorTileItem12setTileCountEiii,0x1ac
0x500f1c,_ZNK17LogicShopItemData12getIconFrameEi,0xdc
0x500ff8,_ZN37GoogleBillingProcessedByServerMessage6decodeEv,0x98
0x501090,_Z21getDebuggerStacktracebR6String,0x1fc
0x50128c,_ZN15SelectHeroPopup16setHeroPositionsEi,0x110
0x50139c,_ZNK17LogicClientAvatar19getHeroDisplayLevelEPK18LogicCharacterData,0xbc
0x501458,_ZN15LogicItemServer18triggerSpringBoardEP20LogicCharacterServer,0x4
0x50145c,_ZN20PlayerMapRenamePopup6updateEf,0x8c
0x5014e8,_ZN5titan3com9supercell5titan14HelpshiftTitan14showFAQSectionERK6String,0x8c
0x501574,_ZN8GameMain13setRandomSeedEi,0x14
