address,name,size
0x3662bc,_Java_com_supercell_titan_SupercellId_clearPendingLogin,0x8
0x3662c4,_ZNK18LogicChallengeData16getHomeLogoAssetERK6String,0x74
0x366338,_ZNSt6__ndk110__function6__funcIZN32NativeFacebookConnectionCallback6logoutEvE3$_6NS_9allocatorIS3_EEFvvEEclEv,0x1c
0x366354,_ZN13LogicConfData14findEventByGmvEi,0x68
0x3663bc,_ZThn96_N20CreatePlayerMapPopup13buttonClickedEP12CustomButton,0x8
0x3663c4,_ZNKSt6__ndk110__function6__funcIZN8TestCase11touchSpriteEP6SpriteE3$_2NS_9allocatorIS5_EEFvvEE11target_typeEv,0xc
0x3663d0,_ZN15sc3dWorldSpriteC2EP9sc3dWorlds,0x25c
0x36662c,_ZN8CSVTable13addColumnTypeEi,0x154
0x366780,_ZN23BattleReportStreamEntryC2Ei,0x4c
0x3667cc,_ZN22SearchAlliancesMessage13getMinMembersEv,0x8
0x3667d4,_ZN8LogicMD51GEiii,0x10
0x3667e4,_ZN25EventSuggestionStreamItemD2Ev,0x24
0x366808,_ZN15TeamKickMessageC2Ev,0x38
0x366840,_ZN6icu_5824ForwardCharacterIteratorD0Ev,0x4
0x366844,_ZN11FriendEntry20setAllianceBadgeDataEi,0x8
0x36684c,_ZNKSt6__ndk110__function6__funcIZN8TestCase11touchSpriteEP6SpriteE3$_2NS_9allocatorIS5_EEFvvEE6targetERKSt9type_info,0x1c
0x366868,_ZN11DragHandlerC2Effffffff,0x140
0x3669a8,_ZN19CachedFontFormatter12getLineWidthEv,0x18
0x3669c0,_ZN24HighRateUdpReceiveBufferC2Ev,0x18
0x3669d8,_ZNKSt6__ndk110__function6__funcIZN8TestCase17getVisibleButtonsEvE3$_3NS_9allocatorIS3_EEFP6SpritevEE7__cloneEv,0x24
0x3669fc,_ZN44DebugPlayerMapReviewResultOverrideSetMessage6decodeEv,0x2c
0x366a28,_ZN13CcTeaserPopupC2EP9EventData,0x35c
0x366d84,_MatchFinder_MoveBlock,0x50
0x366dd4,_ZNK13ShopBgElement25hasStartedEntryAnimationsEv,0x10
0x366de4,_ZN30ProLeagueSeasonEndNotification6decodeEP10ByteStream,0x88
0x366e6c,_ZN6StringC2EPKci,0x8
0x366e74,_ZN7Popover6resizeEff,0x80
0x366ef4,_ZN12ShopItemAnim17getChronosEventIdEv,0x10
0x366f04,_ZN9BitStream21readPositiveIntMax127Ev,0x1a4
0x3670a8,_ZN8HomePage14isFriendlyTvstEv,0xc8
0x367170,_ZN9ClanPopup12touchPressedERK5Touch,0x50
0x3671c0,_ZN14TencentManagerC2Ev,0x238
0x3673f8,_ZN31AvatarStreamEntryRemovedMessage8destructEv,0x30
0x367428,_ZN11GameWebView18webviewDidFailLoadEv,0x74
0x36749c,_ZN14SessionStatics16destructInstanceEv,0x7c
0x367518,_hb_ot_layout_get_glyphs_in_class,0xb0
0x3675c8,_ZN10PlayerInfo17refreshClanHeaderEv,0x1e8
0x3677b0,_ZN12PepperCrypto3boxEPKvmPvmRKNS_9SecureKeyILm24EEERKNS3_ILm32EEE,0xb8
0x367868,_sub_367868,0xc
0x3678d0,_sub_3678D0,0x808
0x3680dc,_sub_3680DC,0x24
0x368100,_sub_368100,0xe6c
0x368f6c,_sub_368F6C,0x18
0x368fd4,_sub_368FD4,0x14
0x369018,_sub_369018,0x24
0x36903c,_sub_36903C,0xe84
0x369ec0,_sub_369EC0,0x10
0x369f20,_sub_369F20,0x14
0x369f68,_sub_369F68,0x24
0x369f8c,_sub_369F8C,0xe7c
0x36ae08,_sub_36AE08,0x10
0x36ae68,_sub_36AE68,0x14
0x36aeb0,_sub_36AEB0,0x24
0x36aed4,_sub_36AED4,0xe40
0x36bd14,_sub_36BD14,0x10
0x36bd74,_sub_36BD74,0x14
0x36bfbc,_sub_36BFBC,0x24
0x36bfe0,_sub_36BFE0,0xe70
0x36ce50,_sub_36CE50,0x1c
0x36cebc,_sub_36CEBC,0x14
0x36cff8,_sub_36CFF8,0x24
0x36d01c,_sub_36D01C,0xe9c
0x36deb8,_sub_36DEB8,0x10
0x36df18,_sub_36DF18,0x14
0x36dff0,_sub_36DFF0,0x24
0x36e014,_sub_36E014,0xe40
0x36ee54,_sub_36EE54,0x10
0x36eeb4,_sub_36EEB4,0x14
0x36eef8,_sub_36EEF8,0x24
0x36ef1c,_sub_36EF1C,0xe70
0x36fd8c,_sub_36FD8C,0x10
0x36fdec,_sub_36FDEC,0x14
0x370378,_sub_370378,0x24
0x37039c,_sub_37039C,0xe54
0x3711f0,_sub_3711F0,0x10
0x371250,_sub_371250,0x14
0x3713bc,_sub_3713BC,0xc
0x371430,_sub_371430,0x4c
0x3714a0,_sub_3714A0,0x3b4
0x371894,_sub_371894,0x28
0x371954,_sub_371954,0x78
0x371a08,_sub_371A08,0x58
0x371a90,_sub_371A90,0x10
0x371b00,_sub_371B00,0x24
0x371b24,_sub_371B24,0xe54
0x372978,_sub_372978,0x10
0x3729d8,_sub_3729D8,0x14
0x372a88,_sub_372A88,0x30
0x372ac8,_sub_372AC8,0x4
0x372b14,_sub_372B14,0x18
0x372c60,_sub_372C60,0x8
0x372ca8,_sub_372CA8,0x4
0x3735c0,_sub_3735C0,0x24
0x3735e4,_sub_3735E4,0xe74
0x374458,_sub_374458,0x14
0x3744bc,_sub_3744BC,0x14
0x374500,_sub_374500,0x24
0x374524,_sub_374524,0xeb8
0x3753dc,_sub_3753DC,0x10
0x37543c,_sub_37543C,0x14
0x375484,_sub_375484,0x24
0x3754a8,_sub_3754A8,0xeb8
0x376360,_sub_376360,0x10
0x3763c8,_sub_3763C8,0x14
0x376410,_sub_376410,0x24
0x376434,_sub_376434,0xe40
0x377274,_sub_377274,0x10
0x3772d4,_sub_3772D4,0x14
0x377544,_sub_377544,0x24
0x377568,_sub_377568,0xe64
0x3783cc,_sub_3783CC,0x1c
0x378438,_sub_378438,0x14
0x378518,_sub_378518,0x24
0x37853c,_sub_37853C,0xe9c
0x3793d8,_sub_3793D8,0x10
0x379438,_sub_379438,0x14
0x379514,_sub_379514,0x24
0x379538,_sub_379538,0xe40
0x37a378,_sub_37A378,0x10
0x37a3d8,_sub_37A3D8,0x14
0x37a41c,_sub_37A41C,0x24
0x37a440,_sub_37A440,0xe70
0x37b2b0,_sub_37B2B0,0x10
0x37b310,_sub_37B310,0x14
0x37b884,_sub_37B884,0x24
0x37b8a8,_sub_37B8A8,0xe5c
0x37c704,_sub_37C704,0x10
0x37c764,_sub_37C764,0x14
0x37cbf8,_sub_37CBF8,0x14
0x37cc3c,_sub_37CC3C,0x3c
0x37ccf8,_sub_37CCF8,0xc
0x37cd74,_sub_37CD74,0xc
0x37cda8,_sub_37CDA8,0x10
0x37ce5c,_sub_37CE5C,0x18
0x37cf30,_sub_37CF30,0x1c
0x37cfc8,_sub_37CFC8,0x24
0x37d094,_sub_37D094,0x1c
0x37d0ec,_sub_37D0EC,0x38
0x37d128,_sub_37D128,0x19b8
0x37eae0,_sub_37EAE0,0x14
0x37eb24,_sub_37EB24,0x3c
0x37eb60,_sub_37EB60,0x3d68
0x3828c8,_sub_3828C8,0xd70
0x383694,_sub_383694,0x10
0x38374c,_sub_38374C,0x24
0x383770,_sub_383770,0xe94
0x384604,_sub_384604,0x10
0x384664,_sub_384664,0x14
0x38468c,_sub_38468C,0x1fbc
0x386648,_sub_386648,0x38
0x386684,_sub_386684,0x19e4
0x388068,_sub_388068,0x14
0x3880ac,_sub_3880AC,0x1c
0x3880d8,_sub_3880D8,0x44
0x388120,_sub_388120,0x24
0x388144,_sub_388144,0xe54
0x388f98,_sub_388F98,0x10
