address,name,size
0x75b9a0,_ZN8TestCase4testEb6StringS0_,0x124
0x75bac4,_ZNSt6__ndk110__function6__funcIZN19SupercellIdCallback13forgetAccountEP8_jobjectRK6StringS7_E3$_3NS_9allocatorIS8_EEFvvEED2Ev,0x30
0x75baf4,_ZL13utf8TextCloseP5UText,0x30
0x75bb24,_ZN4asio6detail16resolve_query_opINS_2ip3tcpEZN9Messaging7connectERK6StringS7_E3$_2NS_15any_io_executorEE3ptr5resetEv,0x124
0x75bc48,_ZNKSt6__ndk110__function6__funcIZ42Java_com_supercell_titan_Kakao_loginFailedE3$_3NS_9allocatorIS2_EEFvvEE6targetERKSt9type_info,0x1c
0x75bc64,_ZN11LogicPlayer8ultiUsedEv,0x10
0x75bc74,_ZN5Modal24setAllowClosingByTappingEb,0xc
0x75bc80,_ZN22MatchmakeFailedMessageC2Ev,0x38
0x75bcb8,_ZN24FriendSuggestionsMessage6decodeEv,0x1b4
0x75be6c,_ZN9PopupBase14setBackgroundYEf,0x94
0x75bf00,_ZN12GUIContainer16createScrollAreaEP9MovieClipPKci,0x150
0x75c050,_uloc_acceptLanguageFromHTTP_58,0x50c
0x75c55c,_ZN31PreviewBrawlerOrSkinRewardPopup18customButtonTappedEP10GameButtoni,0x100
0x75c65c,_ZN5titan4java4lang5Float10floatValueEv,0x7c
0x75c6d8,_ZN10ScrollArea11setMaxScaleEf,0x8
0x75c6e0,_ZN17SWFMovieClipCache3putEPKcP9MovieClip,0x158
0x75c838,_ZNK20PlayerMapRenamePopup12getPopupTypeEv,0x8
0x75c840,_enumPropertyStartsRange.15473,0x20
0x75c860,_ZNK28TencentBillingRequestMessage15getOriginalJSONEv,0x8
0x75c868,_ZN10LogicGoals11getLastGoalEii,0x50
0x75c8b8,_default_free_func,0x4
0x75c8bc,_ZN12FilterEffect11endPlaybackEv,0x14
0x75c8d0,_ZN29AvatarNameCheckRequestMessageC2Ev,0x34
0x75c904,_ZL11renderWorldP9sc3dWorldR11RenderQueuePK13SceneUniformsRK14ColorTransform,0x240
0x75cb44,_ZN13AllianceIntro6updateEf,0x18
0x75cb5c,_u_getUnicodeVersion_58,0x10
0x75cb6c,_ZN8RankItem13buttonPressedEv,0x4f8
0x75d064,_ZN28UdpBigMessageFragmentMessageC2Ev,0x44
0x75d0a8,_u_getPropertyValueEnum_58,0xc8
0x75d170,_ZN16ScreenProperties14getScreenModesEv,0x28c
0x75d3fc,_inflateMark,0x8c
0x75d488,_ZN19DeviceLinkSubScreen11setTitleTIDERK6String,0x8
0x75d490,_ZNK22LogicLocationThemeData17getEnvironmentSCWEi,0x10
0x75d4a0,_ZNK18LogicCharacterData8getSpeedEv,0x8
0x75d4a8,_ZNK6icu_5813UnicodeString9doIndexOfEiii,0x8c
0x75d534,_ZN8HomePage15getPlayerAvatarEv,0x14
0x75d548,_ZN13BandMailPopupD2Ev,0x4c
0x75d594,_ZN16SetRegionMessage6decodeEv,0x2c
0x75d5c0,_ZN28LogicSeasonalSkinSectionData8destructEv,0x74
0x75d634,_ZN15sc3dWorldSprite18addResourcesToLoadEP16ResourceListener,0x28
0x75d65c,_ZN10ScrollArea6renderER9Matrix2x3R14ColorTransformif,0x17c
0x75d7d8,_ZN15StageDrawBucket10initForUseEPK7GLImageiii,0x18
0x75d7f0,_ZN12LogicRewards19getFirstValidRewardEPK13LogicHomeModeP14LogicArrayListIP13LogicGemOfferE,0x78
