address,name,size
0x90ab34,_ZN12LoginMessage14setClientBuildEi,0x8
0x90ab3c,_ZN5Scene30preCacheMovieClipTextureFramesEv,0x3c
0x90ab78,_ZN19EnvironmentRenderer17getImpostorShaderEPK13LogicSkinDataP15sc3dWorldObjectbRbS5_,0xdc
0x90ac54,_ZN16LogicReflectable6decodeEP10ByteStreamPK16ReflectableIdMap,0x134
0x90ad88,_ZN14BattleEndPopup16fadeOutPlayAgainEf,0xe8
0x90ae70,_ZN15KakaoConnectionC2Ev,0x54
0x90aec4,_ZNKSt6__ndk110__function6__funcIZ50Java_com_supercell_titan_GameApp_handleDeeplinkURLE3$_1NS_9allocatorIS2_EEFvvEE11target_typeEv,0xc
0x90aed0,_ZNK6String12updateLengthEv,0x74
0x90af44,_ZN12RenderSystem22removeGameObjectSpriteEP16GameObjectSprite,0x10
0x90af54,_ZN11VanityItems18createBattleEmotesEPK18LogicCharacterData,0xdc
0x90b030,_ZNSt6__ndk110__function6__funcIZ42Java_com_supercell_titan_Kakao_loginFailedE3$_3NS_9allocatorIS2_EEFvvEE18destroy_deallocateEv,0x28
0x90b058,_ZN8HomeMode11pingUpdatedEf,0xa4
0x90b0fc,_ZNK9xMatrix449transformERK7Vector4IfE,0x38
0x90b134,_ZN20GoogleServiceManager9authorizeEb,0x3c
0x90b170,_ZN9InitState14initDataTablesEv,0xc
0x90b17c,_ZNKSt6__ndk110__function6__funcIZN19SupercellIdCallback13friendsFailedEP8_jobjectE4$_15NS_9allocatorIS5_EEFvvEE7__cloneEv,0x38
0x90b1b4,_ZN6icu_5811Normalizer2D0Ev,0x4
0x90b1b8,_ZNK13GoHomeMessage20isVoteUpForPlayerMapEv,0x8
0x90b1c0,_ucase_toFullUpper_58,0x8
0x90b1c8,_ZN20UIMultiViewContainerD2Ev,0xec
0x90b2b4,_ZN17LogicFileTemplate8destructEv,0x4
0x90b2b8,_ZN20TeamJoinRequestPopup18customButtonTappedEP10GameButtoni,0x11c
