address,name,size
0x99c908,_ZN22ResourceDataLoaderImplI17ResourceDataSoundED2Ev,0x84
0x99c98c,_ZN22scSkipFileHeaderFilterD2Ev,0xd8
0x99ca64,_ZN8nlohmann6detail28json_sax_dom_callback_parserINS_10basic_jsonINSt6__ndk13mapENS3_6vectorENS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEblmdS9_NS_14adl_serializerEEEE12handle_valueIRbEENS3_4pairIbPSD_EEOT_b,0x200
0x99cc64,_ZN33RankedMidSeasonRewardNotification19getNotificationTypeEv,0x8
0x99cc6c,_ZN8Databind6detail22AccessorNonRefGetConstIf18BezierInterpolatorIfEE4nameEv,0xc
0x99cc78,_ZNSt6__ndk16__treeINS_12__value_typeIPK13DatabindFieldiEENS_19__map_value_compareIS4_S5_NS_4lessIS4_EELb1EEENS_9allocatorIS5_EEE7destroyEPNS_11__tree_nodeIS5_PvEE,0x40
0x99ccb8,_ZNSt6__ndk111basic_regexIcNS_12regex_traitsIcEEE25__parse_pattern_characterIPKcEET_S7_S7_,0x60
0x99cd18,_ZNSt6__ndk16vectorIN21scMainThreadTaskQueue13PredicateTaskENS_9allocatorIS2_EEE7reserveEm,0x1c4
0x99cedc,_ZN11wendelstein27IWendelsteinParticleEmitterC2EPKNS_7Emitter13EmitterParamsE,0x1f4
0x99d0d0,_ZN2OT11SubstLookup21dispatch_recurse_funcINS_27hb_collect_glyphs_context_tEEENT_8return_tEPS3_j,0x11c
0x99d1ec,_ZNSt6__ndk15dequeINS_7__stateIcEENS_9allocatorIS2_EEE20__add_front_capacityEv,0x32c
0x99d518,_ZNK6icu_5815MaybeStackArrayIcLi40EE8getAliasEv,0x8
0x99d520,_ZN9ChatInputD0Ev,0x30
0x99d550,_ZN8safe_jni15static_functionIN5titan4java8security13MessageDigestES4_EclIJ6StringEEES4_DpT_,0x1a8
0x99d6f8,_ZN25GoHomeFromSpectateMessageD0Ev,0xc0
0x99d7b8,_ZN22ShutdownStartedMessageD0Ev,0xc0
0x99d878,_ZN27ChallengeRewardNotificationD0Ev,0x4
0x99d87c,_ZN11wendelstein15VortexComponent4nameEv,0x2c
0x99d8a8,_ZNK10GameConfig26getStickVariableRangeRightEv,0x8
0x99d8b0,_ZNSt6__ndk120__shared_ptr_pointerIP14LogicArrayListI6StringENS_14default_deleteIS3_EENS_9allocatorIS3_EEE21__on_zero_shared_weakEv,0x4
0x99d8b4,_ZNSt6__ndk16__treeINS_12__value_typeI6StringPN15DownloadManager13DownloadQueue13DownloadEntryEEENS_19__map_value_compareIS2_S7_NS_4lessIS2_EELb1EEENS_9allocatorIS7_EEE7destroyEPNS_11__tree_nodeIS7_PvEE,0x48
0x99d8fc,_ZNK22PurchaseBrawlPassPopup15showResourceHUDEv,0x8
0x99d904,_ZN23LogicHomeChangeListener16debugClearQuestsEbbb,0x4
0x99d908,_ZNK15StreamEncrypter21getEncryptionOverheadEv,0x8
0x99d910,_ZNK2OT17PosLookupSubTable8dispatchINS_27hb_collect_glyphs_context_tEEENT_8return_tEPS3_j,0x1c4
0x99dad4,_Z20cacheCompressedArrayIhEbP7__sFILEPiiPT_,0x274
0x99dd48,_ZN25PlaySoundInFrameExecution9isInstantEv,0x8
0x99dd50,_ZN15ChecksumEncoderD0Ev,0x4
0x99dd54,_ZNK22LogicGemOfferContainer18getItemCountInTypeEi,0x8
0x99dd5c,_ZN17OnlineTeamupPopup15onProfileOpenedEv,0xc
0x99dd68,_ZNK22ConfirmChangeClanPopup12getPopupTypeEv,0x8
0x99dd70,_ZNSt6__ndk16vectorI15SCIDShopProductNS_9allocatorIS1_EEE7reserveEm,0x15c
0x99decc,_ZN25PurchaseOfferPopupHandler17getGatchaInfoTypeEv,0x8
0x99ded4,_ZNK13SimpleWebview15isFadeInEnabledEv,0x8
0x99dedc,_ZN23SignoffPlayerMapMessageD2Ev,0xc8
0x99dfa4,_ZNK14IHeroListOwner13getCustomSortEv,0x8
0x99dfac,_ZNSt6__ndk110__function6__funcIZN11scTaskQueue3runIZN10SWFTexture11loadTextureIhEEvP12SupercellSWFiiiibbEUlvE_EENS_13invoke_resultIT_JEE4typeESA_EUlvE_NS_9allocatorISD_EEFvvEED0Ev,0x4
0x99dfb0,_ZNSt6__ndk16vectorIP10nti_font_tNS_9allocatorIS2_EEED2Ev,0x18
0x99dfc8,_ZN2OT9SanitizerINS_4maxpEE8sanitizeEP9hb_blob_t,0xfc
0x99e0c4,_ZN20SetEncryptionMessageD0Ev,0xc0
0x99e184,_ZN6SCTune8addColorERK6StringPiPKcP20SCTuneChangeListenerib,0x30
0x99e1b4,_ZN19ResetAccountMessageD0Ev,0xc0
0x99e274,_ZN8safe_jni7ConvertIN5titan7android4view7DisplayEvE12CallFunctionEP10_jmethodIDP8_jobjectz,0xb4
0x99e328,_ZN25AskForAvatarStreamMessageD0Ev,0xc0
0x99e3e8,_ZN22SubmitPlayerMapMessageD2Ev,0xc4
0x99e4ac,_ZN19scBezierPathBuilder9closePathEv,0x130
0x99e5dc,_ZN8Databind4Util13ArrayAccessorI12LogicVector314LogicArrayListIS2_EE3setEmPKS2_,0x24
0x99e600,_ZNSt6__ndk114__split_bufferINS_4pairI6StringiEERNS_9allocatorIS3_EEE9push_backERKS3_,0x1c8
0x99e7c8,_ZN23LogicHomeChangeListenerD0Ev,0x4
0x99e7cc,_ZN8Databind23DefaultObjectTypeTraitsIN11wendelstein21DecelerationComponentEE6assignEPvPKv,0x44
0x99e810,_ZN8Databind6detail23DatabindAccessorWrapperIfE10setterTypeEv,0x10
0x99e820,_ZN8Material16setBakedLightmapEP7GLImage,0x8
0x99e828,_ZN16SCWObjectFactoryD2Ev,0x4
0x99e82c,_ZN4asio9execution6detail17any_executor_base8query_fnIvNS0_11prefer_onlyINS1_8blocking10possibly_tILi0EEEEEEEvPvPKvSB_,0x30
0x99e85c,_ZNSt6__ndk120__shared_ptr_emplaceIN11wendelstein21DecelerationComponentENS_9allocatorIS2_EEE16__on_zero_sharedEv,0xc
0x99e868,_ZN4asio9execution6detail17any_executor_base16target_type_voidEv,0x8
0x99e870,_ZN20OpenGLContextAndroid5flushEv,0x4
0x99e874,_ZN18DonateNotification19getNotificationTypeEv,0x8
0x99e87c,_ZNK2OT13MultipleSubst8dispatchINS_24hb_would_apply_context_tEEENT_8return_tEPS3_,0x198
0x99ea14,_ZNK9EntryInfo15showResourceHUDEv,0x8
0x99ea1c,_ZNSt6__ndk16vectorIN8nlohmann10basic_jsonINS_3mapES0_NS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEblmdS7_NS1_14adl_serializerEEENS7_ISB_EEE24__emplace_back_slow_pathIJRfEEEvDpOT_,0x13c
0x99eb58,_ZN2fx4gltf9from_jsonERKN8nlohmann10basic_jsonINSt6__ndk13mapENS3_6vectorENS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEblmdS9_NS1_14adl_serializerEEERNS0_7SamplerE,0x3d4
0x99ef2c,_ZNKSt6__ndk120__shared_ptr_pointerIPN8Databind23DefaultObjectTypeTraitsIN11wendelstein20MovieClipEmitterDataEEENS_14default_deleteIS5_EENS_9allocatorIS5_EEE13__get_deleterERKSt9type_info,0x1c
0x99ef48,_ZN5titan3com9supercell5titan21NativeFacebookManagerD0Ev,0x38
0x99ef80,_ZNKSt6__ndk110__function6__funcIZN8Databind18DatabindObjectNodeC1EPNS2_14IDatabindTableENS_10shared_ptrINS2_14ObjectInstanceEEEEUlbE_NS_9allocatorIS9_EEFvbEE7__cloneEv,0x38
0x99efb8,_ZN12DCT_Upsample3P_QILi7ELi8EE4calcERNS_8Matrix44ES3_PKs,0x464
0x99f41c,_ZNSt6__ndk111basic_regexIcNS_12regex_traitsIcEEE16__parse_ecma_expIPKcEET_S7_S7_,0x228
0x99f644,_ZNSt6__ndk120__shared_ptr_emplaceI14scPackagedTaskIvENS_9allocatorIS2_EEED2Ev,0x84
0x99f6c8,_ZN19LogicAreaEffectDataD0Ev,0x40
0x99f708,_ZN29LogicClaimRankUpRewardCommandD0Ev,0x4
0x99f70c,_ZNK17scFileImpl_AAsset4readEPvm,0x20
0x99f72c,_ZN8Databind4Util17ArrayAccessorBaseI7Vector3IfENSt6__ndk16vectorIS3_NS4_9allocatorIS3_EEEEE6getPtrEm,0xc
0x99f738,_ZN11SCIDManager14connectedGamesEiP17SCIDConnectedGame,0x4
0x99f73c,_ZN11wendelstein21SimpleGroundComponentD0Ev,0x4
0x99f740,_ZNSt6__ndk111basic_regexIcNS_12regex_traitsIcEEE15__push_back_refEi,0xc4
0x99f804,_ZNSt6__ndk114__split_bufferINS_13unordered_mapINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEjNS_4hashIS7_EENS_8equal_toIS7_EENS5_INS_4pairIKS7_jEEEEEERNS5_ISG_EEE9push_backEOSG_,0x2d8
0x99fadc,_ZNKSt6__ndk120__shared_ptr_pointerIPN8Databind23DefaultObjectTypeTraitsI24LaserParticleEmitterDataEENS_14default_deleteIS4_EENS_9allocatorIS4_EEE13__get_deleterERKSt9type_info,0x1c
0x99faf8,_ZN8Databind4Util17ArrayAccessorBaseINSt6__ndk112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE14LogicArrayListIS8_EE10cloneArrayEv,0x68
0x99fb60,_ZN8Material17initializeMembersEv,0x124
0x99fc84,_ZN14LogicMilestoneD0Ev,0x40
0x99fcc4,_ZN30AskForFriendSuggestionsMessageD0Ev,0xc0
0x99fd84,_ZN11wendelstein26EmitterBurstListSerializerD0Ev,0x4
0x99fd88,_ZN2fx4gltf9from_jsonERKN8nlohmann10basic_jsonINSt6__ndk13mapENS3_6vectorENS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEblmdS9_NS1_14adl_serializerEEERNS0_6BufferE,0x128
0x99feb0,_ZN23SkinPreviewToggleButtonD0Ev,0x3c
0x99feec,_ZN8safe_jni15static_functionIN5titan3com9supercell5titan14HelpshiftTitanEvEclIJEEEvDpT_,0x138
0x9a0024,_ZN6SCTune6addIntEPK6CSVRowiRK6StringPiPKcP20SCTuneChangeListenerib,0x34
0x9a0058,_ZN22PromoPopupNotificationD2Ev,0x10
0x9a0068,_ZN10SCTuneImpl8onWakeupEP10Connection,0x4
0x9a006c,_ZN11wendelstein12old_versions15EmitterParamsV023setDatabindObjectFieldsEP14DatabindObjectm,0x9f4
0x9a0a60,_ZN27StarPowerRewardNotificationD0Ev,0x4
0x9a0a64,_ZN4asio9execution6detail17any_executor_base8query_fnIvNS0_11prefer_onlyINS1_12relationship6fork_tILi0EEEEEEEvPvPKvSB_,0x30
0x9a0a94,_ZNK2OT8OffsetToINS_8LigGlyphENS_7IntTypeItLj2EEEE8sanitizeEPNS_21hb_sanitize_context_tEPKv,0x160
0x9a0bf4,_ZNKSt6__ndk110__function6__funcIZN11scTaskQueue3runIZN10SWFTexture21loadDownscaledTextureIhEEvP12SupercellSWFiiiibbEUlvE_EENS_13invoke_resultIT_JEE4typeESA_EUlvE_NS_9allocatorISD_EEFvvEE6targetERKSt9type_info,0x1c
0x9a0c10,_ZN8Databind4Util13ArrayAccessorI7Vector2IfENSt6__ndk16vectorIS3_NS4_9allocatorIS3_EEEEE6resizeEm,0x30
0x9a0c40,_ZN5lzham18lzham_decompressorC2Ev,0x10c
0x9a0d4c,_ZNK2OT19SubstLookupSubTable8dispatchINS_25hb_add_coverage_context_tI24hb_set_digest_combiner_tI27hb_set_digest_lowest_bits_tImLj4EES3_IS4_ImLj0EES4_ImLj9EEEEEEEENT_8return_tEPSB_j,0x184
0x9a0ed0,_ZN8TestCase12customUpdateEv,0x4
0x9a0ed4,_ZNKSt6__ndk112regex_traitsIcE18__lookup_classnameIPKcEEtT_S5_bc,0x184
0x9a1058,_ZN4asio6detail16resolver_serviceINS_2ip3tcpEE11notify_forkENS_17execution_context10fork_eventE,0x8
0x9a1060,_ZN11wendelstein22SpawnVelocityComponent23setDatabindObjectFieldsEP14DatabindObjectm,0x2b0
0x9a1310,_ZNSt6__ndk114__thread_proxyINS_5tupleIJNS_10unique_ptrINS_15__thread_structENS_14default_deleteIS3_EEEEM8TestCaseFvvEPS7_EEEEEPvSC_,0x74
0x9a1384,_ZNK2OT20MultipleSubstFormat15applyEPNS_18hb_apply_context_tE,0x1b8
0x9a153c,_ZNSt6__ndk111basic_regexIcNS_12regex_traitsIcEEE32__parse_one_char_or_coll_elem_REIPKcEET_S7_S7_,0x11c
0x9a1658,_ZNK6icu_5818ComposeNormalizer29normalizeEPKtS2_RNS_16ReorderingBufferER10UErrorCode,0x1c
0x9a1674,_ZN4asio9execution6detail17any_executor_base10require_fnINS0_12any_executorIJNS0_12context_as_tIRNS_17execution_contextEEENS1_8blocking7never_tILi0EEENS0_11prefer_onlyINS9_10possibly_tILi0EEEEENSC_INS1_16outstanding_work9tracked_tILi0EEEEENSC_INSG_11untracked_tILi0EEEEENSC_INS1_12relationship6fork_tILi0EEEEENSC_INSN_14continuation_tILi0EEEEEEEENS_10io_context19basic_executor_typeINSt6__ndk19allocatorIvEELj4EEESQ_EET_PKvS13_,0x24
0x9a1698,_ZN19jpeg_decoder_stream6attachEv,0x4
0x9a169c,_ZNSt6__ndk16vectorIN2fx4gltf8AccessorENS_9allocatorIS3_EEE12__move_rangeEPS3_S7_S7_,0x174
0x9a1810,_ZN20AnalyticEventMessageD0Ev,0xc0
0x9a18d0,_ZNK2OT19ChainContextFormat38sanitizeEPNS_21hb_sanitize_context_tE,0x26c
0x9a1b3c,_ZN23LogicHomeChangeListener20doubleCoinsPurchasedEi,0x4
0x9a1b40,_ZN10BitmapFont10setOutlineEb,0xc
0x9a1b4c,_ZN8safe_jni8functionIN5titan7android7content6IntentENS2_3net3UriEEclIJEEES6_P8_jobjectDpT_,0x120
0x9a1c6c,_ZNSt6__ndk16__treeINS_12__value_typeIPKcN8Databind16CustomSerializerEEENS_19__map_value_compareIS3_S6_NS_4lessIS3_EELb1EEENS_9allocatorIS6_EEE7destroyEPNS_11__tree_nodeIS6_PvEE,0x78
0x9a1ce4,_ZN20LogicCharacterClientD0Ev,0x74
0x9a1d58,_ZN8safe_jni15static_functionIN5titan3com9supercell5titan5KakaoEvEclIJEEEvDpT_,0x138
0x9a1e90,_ZNK10BitmapFont11stringWidthERK6String,0x20
0x9a1eb0,_ZN19CachedFontFormatterD2Ev,0x5c
0x9a1f0c,_ZN39LogicAccountTransferCodeResponseMessageD2Ev,0xd0
0x9a1fdc,_ZNSt6__ndk16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEN11wendelstein16ComponentFactory8MapEntryEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE7destroyEPNS_11__tree_nodeISB_PvEE,0x7c
0x9a2058,_ZNSt6__ndk114__split_bufferIPNS_7__stateIcEENS_9allocatorIS3_EEE10push_frontERKS3_,0x138
0x9a2190,_ZNSt6__ndk120__shared_ptr_emplaceIN11wendelstein23ComponentListSerializerENS_9allocatorIS2_EEED0Ev,0x24
0x9a21b4,_ZN19scBezierPathBuilder13bezierCurveToE7Vector2IfES1_S1_,0x2e0
0x9a2494,_ZN10OnEntryTapD0Ev,0x4
0x9a2498,_ZNK2OT20MarkGlyphSetsFormat16coversEjj,0x19c
