address,name,size
0x42c37c,_ZN15LogicJSONParser18parseEscapedStringERK6StringiPi,0x2d0
0x42c64c,_ZN6icu_587UVector12setElementAtEii,0x68
0x42c6b4,_ZNK18AddableFriendEntry20getAvatarIdHigherIntEv,0x8
0x42c6bc,_ZN9HeroPopup20getNotificationCountEv,0x44
0x42c700,_hb_buffer_reference,0x1c
0x42c71c,_ZN15ResourceManager11getJSONSizeERK6String,0x24
0x42c740,_ZNK13BattleLogItem37getMapContextMenuSourceGlobalPositionEPf,0xc8
0x42c808,_ZN25LogicPurchaseOfferCommand10canExecuteEPK13LogicHomeModeiPK18LogicCharacterData,0x1cc
0x42c9d4,_ZN8Settings19clearSettingsByTypeEN16ServerConnection10ServerTypeE,0x16c
0x42cb40,_ZN9BitStream14writeIntMax127Ei,0x8
0x42cb48,_ZN6Shader4loadEPKcS1_PS1_i,0x36c
0x42ceb4,_ZN10scPackFile19calculatehashSHA256EPKvm,0x58
0x42cf0c,_ZN14LogicMapLoader3setEiii,0x6c
0x42cf78,_utrie2_setRange32_58,0x748
0x42d6c0,_ZN30AdUpdateConversionValueMessageC2Ei,0x30
0x42d6f0,_ZN20StartSpectateMessage6encodeEv,0x38
0x42d728,_ZN14MessageManager18addUnbotifyMessageEP14PiranhaMessage,0x140
0x42d868,_ZNK14BillingManager12getErrorCodeEv,0x8
0x42d870,_ZN18ProLeagueInfoPopup6updateEf,0x78
0x42d8e8,_ZN25LineAccountUnboundMessage6decodeEv,0x4
0x42d8ec,_ZN9NamePopup6updateEf,0x84
0x42d970,_ZN10GameScreen12touchPressedERK5Touch,0x8
0x42d978,_ZN8Databind4Util10copyObjectEPvS1_PK14DatabindObject,0x170
0x42dae8,_ZN14BattleLogEntry16setPlayerMapInfoEP9LogicLongiRK6StringS1_,0x6c
0x42db54,_ZN20QuickChatEmojiOptionD0Ev,0x34
0x42db88,_ZN13LogicHomeModeC2Ev,0x9c
0x42dc24,_ZN15GameSCIDManager11loadAccountERK6StringS2_b,0x1e0
0x42de04,_uhash_find_58,0x13c
0x42df40,_ZN9EventData12setPlayerMapEP20LogicBattlePlayerMap,0x40
0x42df80,_ZN17LogicSkinConfData10setSadFaceERK6String,0x14
0x42df94,_ZN13LogicConfData13decodeIntListEP10ByteStreamP14LogicArrayListIiE,0x190
0x42e124,_ZNK16PlayerMapManager18hasPlayerMapWithIdERK9LogicLong,0x88
0x42e1ac,_ZL21uloc_kw_closeKeywordsP12UEnumeration,0x34
0x42e1e0,_ZN13YoozooManager7levelUpEv,0xd4
0x42e2b4,_u_isdefined_58,0x78
0x42e32c,_ZN14StreamItemList7showNewEv,0x20
0x42e34c,_ZN17LogicGameModeUtil9isDuoModeEi,0xc
0x42e358,_ZN26KakaoAccountUnboundMessageC2Ev,0x30
0x42e388,_ZN11OnlinePopup15isInviteBlockOnEv,0x34
0x42e3bc,_ZN6icu_5814RBBISetBuilder13serializeTrieEPh,0x20
0x42e3dc,_ZN14LogicPlayerMap11setDislikesEi,0x8
0x42e3e4,_ZN21SpectateFailedMessage18getServiceNodeTypeEv,0x8
0x42e3ec,_LookInStream_SeekTo,0x2c
0x42e418,_Java_com_supercell_titan_NativeFacebookManager_facebookReceivedAppRequest,0x34
0x42e44c,_ZNK12scFilesystem16getLayerFromPathEPKc,0x114
0x42e560,_ZN17AnimationInstance10setLoopingEb,0xc
0x42e56c,_ZNK29LogicChangeControlModeCommand14getCommandTypeEv,0x8
0x42e574,_ZN25BrawlPassAutoCollectPopup18customButtonTappedEP10GameButtoni,0x64
0x42e5d8,_ZN34AskForJoinableAlliancesListMessage8destructEv,0x4
0x42e5dc,_ZNK21LogicGameObjectServer8getTileXEv,0x20
0x42e5fc,_ZNK26LogicGameModeVariationData28getScoreOpponentTextMatchEndEv,0x10
0x42e60c,_ZN11TestDefines11setFlagBoolENS_10DefineKeysEb,0x1c4
0x42e7d0,_ZN5lzham12lzcompressor20update_block_historyEjjjbb,0x70
0x42e840,_ZN16PlayerMapManager32handlePlayerMapSubmittedResponseEP30SubmitPlayerMapResponseMessage,0x2c8
0x42eb08,_ZNSt6__ndk110__function6__funcIZN7GLImage6createEPKc9ImageWrap11ImageFilterE3$_1NS_9allocatorIS7_EEFvvEED0Ev,0x4
0x42eb0c,_ZN6AssertL14defaultHandlerEPKcS1_S1_i,0x8
0x42eb14,_ZN16OutOfSyncMessage17setServerChecksumEi,0x8
0x42eb1c,_ZN8Databind15JSONInReflector8getFloatERK6Stringf,0x64
0x42eb80,_ZN16OnlineFriendItemD0Ev,0x24
0x42eba4,_ZN26EnterSupportedCreatorPopup11isValidNameERK6StringRK4Font,0x88
0x42ec2c,_ZN17scCryptoBoxFilter5flushEv,0x74
0x42eca0,_sub_42ECA0,0x1a0
0x42ee40,_sub_42EE40,0xe8
0x42ef38,_sub_42EF38,0x1c
0x42ef64,_sub_42EF64,0x34
0x42efd4,_sub_42EFD4,0x24
0x42eff8,_sub_42EFF8,0x8e8
0x42f8e0,_sub_42F8E0,0x3c
0x42fa0c,_sub_42FA0C,0x24
0x42fb10,_sub_42FB10,0x44
0x42fb90,_sub_42FB90,0x40
0x42fcb8,_sub_42FCB8,0xc
0x42fd1c,_sub_42FD1C,0x38
0x42fe70,_sub_42FE70,0x10
0x42ff50,_sub_42FF50,0x4
0x42ff8c,_sub_42FF8C,0x34
0x42fffc,_sub_42FFFC,0x24
0x4301d0,_sub_4301D0,0x2c
0x43035c,_sub_43035C,0x2c
0x43045c,_sub_43045C,0x3c
0x4306f0,_sub_4306F0,0x6c
0x4307ac,_sub_4307AC,0x50
0x4308d4,_sub_4308D4,0x30
0x430a18,_sub_430A18,0x3c
0x430a54,_sub_430A54,0x4b48
0x4355c4,_ZNK20LogicCharacterServer28isImmuneToPushbackFromChargeEv,0x30
0x4355f4,_ZN8CSVPatch28parseCsvActionTargetRowIndexERK6StringP8CSVTable,0xa0
0x435694,_ZN8Material17bindSceneUniformsEPK13SceneUniformsPK9xMatrix44,0x10
0x4356a4,_ZN14LogicDailyData6decodeEP10ByteStream,0x15dc
0x436c80,_ZN23TeamSetPlayerMapMessage6decodeEv,0x40
0x436cc0,_ZNKSt6__ndk110__function6__funcIZN8TestCase9touchDownER5TouchE4$_15NS_9allocatorIS5_EEFvvEE7__cloneEPNS0_6__baseIS8_EE,0x40
0x436d00,_ZN20LogicCharacterServer23getNextSlipperyPositionER12LogicVector2,0x4
0x436d04,_uprv_mapFile_58,0xb4
0x436db8,_ZN17LogicRewardConfig9setRewardEP13LogicGemOffer,0x40
0x436df8,_ZN14LogicJSONArrayC2Ei,0x4c
0x436e44,_ZL10sortBadgesPK9BadgeItemS1_,0x84
