address,name,size
0x1baef8,_ZNK20LogicBattlePlayerMap21getMapDataStringCloneEv,0x10
0x1baf08,_ZNK14LogicReflector35checkReflectableIdArrayRequiredTypeERK17LogicIntArrayListi,0x98
0x1bafa0,_ZN11Application20saveInstantAppCookieERK6String,0x20
0x1bafc0,_ZN15LogicStringUtil13getByteLengthEPKcRK6String,0x8
0x1bafc8,_ZN12SupercellSWF18readColorTransformER14ColorTransform,0x404
0x1bb3cc,_ZN12SoundManager9playSoundERK6Stringffiiibff,0x6a8
0x1bba74,_ZN17LogicGameModeUtil16getPointIntervalEii,0x40
0x1bbab4,_ZNK22MatchmakeFailedMessage12getErrorCodeEv,0x8
0x1bbabc,_ZNKSt6__ndk110__function6__funcIZN8GameMain14loadAssetAsyncERK6StringbE3$_0NS_9allocatorIS6_EEFvvEE6targetERKSt9type_info,0x1c
0x1bbad8,_ZN10HTTPClientC2Ev,0x1b0
0x1bbc88,_ZN18DeliveryCardsPopupD0Ev,0x24
0x1bbcac,_ZN28PlayerMapGreenlightedMessage18getServiceNodeTypeEv,0x8
0x1bbcb4,_ZN6String26getContainingDirectoryPathERKS_,0x8c
0x1bbd40,_ulocimp_getCountry_58,0x1dc
0x1bbf1c,_ZNK26LogicLocalNotificationData10getAutoAddEv,0x10
0x1bbf2c,_ZN24LogicBillingPackagesDataC2EP6CSVRowP14LogicDataTable,0xe4
0x1bc010,_ZNK19LogicProjectileData15blockUltiChargeEv,0x8
0x1bc018,_ZNK12scZlibFilter10decompressEPKvm,0x1d0
0x1bc1e8,_ZN17DebugCountryPopup17backButtonPressedEv,0xc
0x1bc1f4,_ZN14BattleEndPopup22refreshDisplayedQuestsEv,0x14c
0x1bc340,_ZN16GameObjectSprite17setShadowSettingsEffff,0x94
0x1bc3d4,_ZNKSt6__ndk110__function6__funcIZ59Java_com_supercell_titan_GoogleServiceClient_onSignInFailedP7_JNIEnvP7_jclassE3$_3NS_9allocatorIS6_EEFvvEE7__cloneEPNS0_6__baseIS9_EE,0x10
0x1bc3e4,_ZN19RemoveFriendMessageC2Ev,0x30
0x1bc414,_ZNK13LogicTileData17getBaseExportNameEv,0x10
0x1bc424,_ZN8Databind24NlohmannJsonOutReflector8endArrayEv,0xcc
0x1bc4f0,_ZN24LogicParticleEmitterData8destructEv,0x24
0x1bc514,_ZN25AskForAllianceDataMessage8destructEv,0x44
0x1bc558,_ZN18DeliveryCardsPopupD2Ev,0x404
0x1bc95c,_Z14applyDeadZoneXfff,0x20
0x1bc97c,_ZN31TeamAllianceMemberInviteMessage8destructEv,0x28
0x1bc9a4,_lzham_decompress,0x4
0x1bc9a8,_ZNKSt6__ndk110__function6__funcIZN11AndroidMain21inputSelectionChangedEiiE4$_11NS_9allocatorIS3_EEFvvEE7__cloneEv,0x38
0x1bc9e0,_ZN10SCTuneImpl8addColorEPK6CSVRowRK6StringPiPKcP20SCTuneChangeListenerib,0x7c
0x1bca5c,_ZNK26LogicGameModeVariationData41tryFindFallbackPlayerMapLocationThemeDataEv,0x48
0x1bcaa4,_ZN19DebugPerformanceHud11getInstanceEv,0xc
0x1bcab0,_ZN19LinkNewDeviceScreenD0Ev,0x3c
0x1bcaec,_ZNK16ServerConnection23getCurrentTencentOpenIdEv,0x8
0x1bcaf4,_ZNK18LogicCharacterData7isMeleeEv,0x8
0x1bcafc,_ZN9MovieClip8playOnceEv,0x60
0x1bcb5c,_ZN6xTimer4initEv,0x40
0x1bcb9c,_Java_com_supercell_titan_SupercellId_getPendingRegistration,0x8
0x1bcba4,_ZN11ClientInputC2Ev,0x14
0x1bcbb8,_ZN5lzham12lzcompressor5stateC2Ev,0x11c
0x1bccd4,_Java_com_supercell_titan_SupercellId_connectedGames,0xc
0x1bcce0,_ZNKSt6__ndk110__function6__funcIZN10SWFTexture4loadEP12SupercellSWFbibbbbRK6StringE3$_1NS_9allocatorIS8_EEFvvEE7__cloneEPNS0_6__baseISB_EE,0x18
